"global_id";"ObjectName";"NameWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2721767234";"Природно-исторический парк «Косинский»";"Детская игровая площадка №6";"Восточный административный округ";"район Косино-Ухтомский";"Лухмановская улица, дом 27";"gbu.ad.vao@mail.ru";"gbuador.ru";"(495) 223-31-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.854738461, 55.717616383], type=Point}";"";
"2721767245";"Природно-исторический парк «Косинский»";"Детская игровая площадка №1";"Восточный административный округ";"район Косино-Ухтомский";"Лухмановская улица, дом 27";"gbu.ad.vao@mail.ru";"gbuador.ru";"(495) 223-31-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.876638697, 55.719346147], type=Point}";"";
"2721767256";"Природно-исторический парк «Косинский»";"Детская игровая площадка №2";"Восточный административный округ";"район Косино-Ухтомский";"Лухмановская улица, дом 27";"gbu.ad.vao@mail.ru";"gbuador.ru";"(495) 223-31-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.884435879, 55.718820483], type=Point}";"";
"2721767267";"Природно-исторический парк «Косинский»";"Детская игровая площадка №3";"Восточный административный округ";"район Косино-Ухтомский";"Лухмановская улица, дом 27";"gbu.ad.vao@mail.ru";"gbuador.ru";"(495) 223-31-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.883905957, 55.718775656], type=Point}";"";
"2721767303";"Природно-исторический парк «Измайлово»";"Детская игровая площадка №13";"Восточный административный округ";"район Ивановское";"Измайловский проспект, дом 54";"parkizmailovskiy@culture.mos.ru";"www.izmailovsky-park.ru";"(499) 530-16-62";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.812847865, 55.761410727], type=Point}";"";
"2721767402";"Музей-заповедник «Царицыно»";"Площадка детская игровая в парке №3";"Южный административный округ";"район Бирюлёво Восточное";"Дольская улица, дом 1";"gmz@tsaritsyno.net";"tsaritsyno-museum.ru";"(495) 322-44-33";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"да";"да";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.682585543, 55.608227984], type=Point}";"";
"2721767424";"Музей-заповедник «Царицыно»";"Площадка детская игровая в парке №4";"Южный административный округ";"район Орехово-Борисово Северное";"Дольская улица, дом 1";"gmz@tsaritsyno.net";"tsaritsyno-museum.ru";"(495) 322-44-33";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"да";"да";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.695308424, 55.610606125], type=Point}";"";
"2721767745";"Парк «Сад будущего»";"Площадка детская игровая в парке №1";"Северо-Восточный административный округ";"район Ростокино";"1-я улица Леонова, дом 16, строение 1";"4762259@mail.ru";"park-yauza.info";"(499) 476-22-59";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.638950411, 55.841287627], type=Point}";"";
"2721767754";"Сквер вдоль ул. Северодвинская";"площадка детская игровая в парке №2";"Северо-Восточный административный округ";"район Северное Медведково";"Северодвинская улица, дом 9";"4762259@mail.ru";"park-yauza.info";"(499) 476-22-59";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.684830397, 55.893024673], type=Point}";"";
"2721767765";"Сквер вдоль ул. Северодвинская";"площадка детская игровая в парке №3";"Северо-Восточный административный округ";"район Северное Медведково";"Северодвинская улица, дом 9";"4762259@mail.ru";"park-yauza.info";"(499) 476-22-59";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.682469237, 55.891249271], type=Point}";"";
"2721767776";"Сквер вдоль ул. Северодвинская";"площадка детская игровая в парке №4";"Северо-Восточный административный округ";"район Северное Медведково";"Северодвинская улица, дом 9";"4762259@mail.ru";"park-yauza.info";"(499) 476-22-59";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.6820409, 55.889285108], type=Point}";"";
"2721996542";"Парк «Долина реки Яуза от ул. Широкой до ул. Енисейской»";"площадка детская игровая в парке";"Северо-Восточный административный округ";"Бабушкинский район";"Широкая улица, дом 28";"4762259@mail.ru";"park-yauza.info";"(495) 476-22-59";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.663479295, 55.881773103], type=Point}";"";
"2721997189";"Парк «Этнографическая деревня Бибирево»";"Площадка детская игровая в парке №2";"Северо-Восточный административный округ";"район Бибирево";"Белозерская улица, дом 23";"parklianozovskiy@culture.mos.ru";"liapark.ru";"(499) 200-70-44";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.621330678, 55.895599598], type=Point}";"";
"2751595237";"Детская площадка на Измайловском бульваре";"Детская игровая площадка на бульваре";"Восточный административный округ";"район Измайлово";"Измайловский бульвар, дом 18";"sekretary@izsds.ru";"www.ozelenenie.co/contact";"(495) 465-30-46";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.790254778, 55.796737778], type=Point}";"";
"2751595426";"Парк «Яблоневый сад»";"Площадка детская игровая в парке, «Яблочко 1»";"Северо-Западный административный округ";"район Строгино";"Неманский проезд, дом 9";"info@mosparks.ru";"";"(495) 640-73-55";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"рулонное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.391740752, 55.812658804], type=Point}";"";
"2751595427";"Парк «Яблоневый сад»";"Площадка детская игровая в парке, «Яблочко 2»";"Северо-Западный административный округ";"район Строгино";"Неманский проезд, дом 9";"info@mosparks.ru";"";"(495) 640-73-55";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"рулонное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.391866816, 55.813000139], type=Point}";"";
"2751595928";"Парк «Академический»";"Площадка детская игровая в парке";"Юго-Западный административный округ";"Академический район";"улица Дмитрия Ульянова, дом 9/11, строение 1";"academsport@mail.ru";"akademichesky.mos.ru";"(499) 129-04-41";"";"nested data";"";"нет";"";"да";"";"нет";"да";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.566059, 55.691255], type=Point}";"";
"2751596761";"Парк народный «Зарядье»";"Площадка детская игровая в парке";"Центральный административный округ";"Тверской район";"улица Варварка, дом 6, сооружение 1";"s.derevyanko@zaryadye-park.ru";"www.zaryadyepark.ru";"(495) 531-05-30";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.626421562, 55.750507385], type=Point}";"";
"2751597658";"Усадьба «Богородицкое»";"Детская игровая площадка №2";"Юго-Западный административный округ";"Обручевский район";"Ленинский проспект, дом 121/1, корпус 1, строение 2";"avtodor@uzao.mos.ru";"avtodor.net";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.487735509, 55.650403159], type=Point}";"";
"2751599077";"Усадьба «Богородицкое»";"Детская игровая площадка №1";"Юго-Западный административный округ";"Обручевский район";"Ленинский проспект, дом 121/1, корпус 1, строение 2";"avtodor@uzao.mos.ru";"avtodor.net";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.486099038, 55.648728559], type=Point}";"";
"2751602714";"Рекреационная зона между комплексами А и Б";"Площадка детская игровая в парке";"Юго-Западный административный округ";"район Южное Бутово";"улица Горчакова, дом 5";"avtodor@uzao.mos.ru";"avtodor.net/";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.524352728, 55.547817544], type=Point}";"";
"2751678946";"Парк, озелененная городская территория «по Кавказскому бульвару»";"Площадка детская игровая в парке";"Южный административный округ";"район Царицыно";"Кавказский бульвар, дом 26";"sotsr@uao.mos.ru";"tsaricino.mos.ru";"(495) 604-58-00";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.661086937, 55.627485753], type=Point}";"";
"2751679070";"Дворовая территория";"площадка детская игровая в парке";"Южный административный округ";"район Царицыно";"улица Бехтерева, дом 47, корпус 2";"sotsr@uao.mos.ru";"tsaricino.mos.ru";"(495) 321-48-33";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.648083952, 55.615697744], type=Point}";"";
"2751679601";"Парк «Лефортовский»";"Площадка детская игровая в парке №3, на Верхней детской площадке";"Юго-Восточный административный округ";"район Лефортово";"Красноказарменная улица, дом 3";"mgomz@culture.mos.ru";"avtodor-uvao.ru";"(499) 261-70-20";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.689231258, 55.764917899], type=Point}";"";
"2751679698";"Парк долины реки Химки";"Детская игровая площадка";"Северо-Западный административный округ";"район Покровское-Стрешнево";"улица Свободы, дом 2";"info@mosparks.ru";"www.mosparks.ru";"(495) 640-73-55";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.452065605, 55.821514373], type=Point}";"";
"2751680692";"Ландшафтный заказник «Лес на реке Самородинке»";"Детская игровая площадка №1";"Юго-Западный административный округ";"Обручевский район";"улица Миклухо-Маклая, дом 9";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.506042819, 55.656527602], type=Point}";"";
"2751680694";"Ландшафтный заказник «Лес на реке Самородинке»";"Детская игровая площадка №2";"Юго-Западный административный округ";"Обручевский район";"улица Миклухо-Маклая, дом 9";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.505337398, 55.656901019], type=Point}";"";
"2751681044";"Парк «Дубовая роща «Маяк»";"Площадка детская игровая в парке № 2";"Северо-Западный административный округ";"район Южное Тушино";"Туристская улица, дом 4, корпус 5";"dezut@yandex.ru";"gbu-utushino.ru";"(499) 492-11-12";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.426879261, 55.847453793], type=Point}";"";
"2751681340";"Парк «Чоботовский лес»";"Детская игровая площадка №5";"Западный административный округ";"район Ново-Переделкино";"Чоботовская улица, дом 4";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.354933963, 55.645836127], type=Point}";"";
"2751681344";"Парк на шоссе Сколковское";"Площадка детская игровая в парке";"Западный административный округ";"Можайский район";"Сколковское шоссе, дом 34";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(495) 777-77-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.403497635, 55.703522872], type=Point}";"";
"2751681601";"Ландшафтный заказник «Лес на реке Самородинке»";"Детская игровая площадка №1";"Западный административный округ";"район Тропарёво-Никулино";"улица 26-ти Бакинских Комиссаров, дом 4, корпус 4";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.499327454, 55.661606565], type=Point}";"";
"2751681609";"Ландшафтный заказник «Лес на реке Самородинке»";"Детская игровая площадка №3";"Западный административный округ";"район Тропарёво-Никулино";"улица 26-ти Бакинских Комиссаров, дом 4, корпус 4";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.500272176, 55.662115428], type=Point}";"";
"2751681883";"Ландшафтный заказник «Лес на реке Самородинке»";"Площадка детская игровая в парке";"Западный административный округ";"район Тропарёво-Никулино";"улица 26-ти Бакинских Комиссаров, дом 4, корпус 4";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.495579075, 55.660502095], type=Point}";"";
"2751681886";"Ландшафтный заказник «Лес на реке Самородинке»";"Детская игровая площадка №2";"Западный административный округ";"район Тропарёво-Никулино";"улица 26-ти Бакинских Комиссаров, дом 4, корпус 4";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.500091502, 55.661736255], type=Point}";"";
"2751681890";"Ландшафтный заказник «Лес на реке Самородинке»";"Детская игровая площадка №4";"Западный административный округ";"район Тропарёво-Никулино";"улица 26-ти Бакинских Комиссаров, дом 4, корпус 4";"mospriroda@eco.mos.ru";"mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.500080058, 55.662294442], type=Point}";"";
"2751681923";"Парк, озелененная городская территория «Парк в пойме реки Битца»";"Детская игровая площадка №1";"Юго-Западный административный округ";"район Северное Бутово";"улица Знаменские Садки, дом 7, корпус 1";"avtodor@uzao.mos.ru";"stroi.mos.ru/construction/2460";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.568427457, 55.574567031], type=Point}";"";
"2751681940";"Природный заказник «Долина реки Сетунь»";"Площадка детская игровая в парке";"Западный административный округ";"район Раменки";"улица Пырьева, дом 24";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.52811274, 55.729601338], type=Point}";"";
"2751682267";"Парк «Долина реки Лихоборки»";"Площадка детская игровая в парке";"Северо-Восточный административный округ";"район Отрадное";"Алтуфьевское шоссе, дом 8А";"mosportotr@mail.ru";"otradnoe.mos.ru";"(495) 708-44-69";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.593448585, 55.85555684], type=Point}";"";
"2751682770";"Парк «Чоботовский лес»";"Детская игровая площадка №2";"Западный административный округ";"район Ново-Переделкино";"Чоботовская улица, дом 4";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.359095079, 55.647229194], type=Point}";"";
"2751682780";"Парк «Чоботовский лес»";"Детская игровая площадка №4";"Западный административный округ";"район Ново-Переделкино";"Чоботовская улица, дом 4";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.356871859, 55.645123432], type=Point}";"";
"2751682856";"Парк народный «Сквер Девичьего поля»";"Площадка детская игровая в парке №2";"Центральный административный округ";"район Хамовники";"улица Плющиха, дом 57, строение 4";"info@mosgorsad.ru";"gorod.mos.ru/?show=objects&id=2015544";"(495) 699-08-49";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.580019333, 55.736611123], type=Point}";"";
"2751682861";"Парк народный «Сквер Девичьего поля»";"Площадка детская игровая в парке №1, рядом с проездом Девичьего поля";"Центральный административный округ";"район Хамовники";"улица Плющиха, дом 57, строение 4";"info@mosgorsad.ru";"gorod.mos.ru/?show=objects&id=2015544";"(495) 699-08-49";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.576942369, 55.735303099], type=Point}";"";
"2751682967";"Лесопарк «Ивановский»";"Площадка детская игровая в парке";"Восточный административный округ";"район Ивановское";"Свободный проспект, дом 11, корпус 5, строение 1";"gbu-ivanovskoe@mail.ru";"gbu-ivanovskoe.ru";"(499) 213-80-00";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.823082146, 55.762132061], type=Point}";"";
"2751683146";"Природный комплекс № 38, планируемый к созданию Природный заказник «Медведковский»";"Детская игровая площадка №2";"Северо-Восточный административный округ";"район Северное Медведково";"Студёный проезд, дом 2, корпус 1";"";"svao.mos.ru/";"";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.64797379, 55.893650051], type=Point}";"";
"2751683172";"Парк «Чоботовский лес»";"Детская игровая площадка №1";"Западный административный округ";"район Ново-Переделкино";"Чоботовская улица, дом 4";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.365324207, 55.651042008], type=Point}";"";
"2751683177";"Парк «Чоботовский лес»";"Детская игровая площадка №3";"Западный административный округ";"район Ново-Переделкино";"Чоботовская улица, дом 4";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.359619309, 55.645922132], type=Point}";"";
"2751683199";"Парк на ул. Дорогобужская";"Площадка детская игровая в парке";"Западный административный округ";"Можайский район";"Дорогобужская улица, дом 14, строение 40";"uoopt.zao@gmail.com";"uooptzao.ru";"(499) 726-15-85";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.419054, 55.71414], type=Point}";"";
"2751683218";"Петровский парк";"Детская игровая площадка №2";"Северный административный округ";"район Аэропорт";"Ленинградский проспект, дом 40";"gbu-aeroport@mail.ru";"liapark.ru";"(499) 155-82-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.557690661, 55.795805337], type=Point}";"";
"2751683223";"Парк, озелененная городская территория «Парк в пойме реки Битца»";"Детская игровая площадка №2";"Юго-Западный административный округ";"район Северное Бутово";"улица Знаменские Садки, дом 7, корпус 1";"avtodor@uzao.mos.ru";"stroi.mos.ru/construction/2460";"(499) 128-17-63";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.575621142, 55.572792088], type=Point}";"";
"2751683237";"Ландшафтный заказник Тёплый Стан";"Детская игровая площадка №1";"Юго-Западный административный округ";"район Тёплый Стан";"улица Академика Бакулева, дом 2";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(499) 739-27-05";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.489450574, 55.642519533], type=Point}";"";
"2751683246";"Парк у Мосфильмовского пруда";"Площадка детская игровая в парке";"Западный административный округ";"район Раменки";"улица Довженко, дом 12, корпус 2";"mospriroda@eco.mos.ru";"www.mospriroda.ru";"(495) 777-77-77";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.505325823, 55.720279423], type=Point}";"";
"2751683595";"Парк «Дубовая роща «Маяк»";"Площадка детская игровая в парке №1";"Северо-Западный административный округ";"район Южное Тушино";"Туристская улица, дом 4, корпус 5";"dezut@yandex.ru";"gbu-utushino.ru";"(499) 492-11-12";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.427465728, 55.845369124], type=Point}";"";
